,name,categories,type,unit,database,"wind turbine construction,
2MW, onshore | wind turbine,
2MW, onshore | GLO |
ecoinvent3.8 cut-off"
943,Scandium,"('air',)",emission,kilogram,biosphere3,2.024838873959224e-09
944,Selenium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.22255372158621467
945,Selenium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.00048595571780895213
946,Selenium,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,3.0657659379238345e-08
947,Selenium,"('air',)",emission,kilogram,biosphere3,0.014032932979723904
948,Silicon,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.21420349534020927
949,Silicon,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.4528686187943318
950,Silicon,"('air',)",emission,kilogram,biosphere3,0.8637571319673794
951,Silicon tetrafluoride,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.00013361081469688942
952,Silver,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.585790318396048e-05
953,Silver,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.00014218998010522512
954,Silver,"('air',)",emission,kilogram,biosphere3,3.7603594189082544e-06
955,Silver-110,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.00012577466084486586
956,Sodium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.07350477938490654
957,Sodium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.0568465716656306
958,Sodium,"('air',)",emission,kilogram,biosphere3,0.12177203675399474
959,Strontium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.1304732228773824
960,Strontium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.010052615716706344
961,Strontium,"('air',)",emission,kilogram,biosphere3,0.0073268268315469275
962,Styrene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.3606739286080831
963,Styrene,"('air',)",emission,kilogram,biosphere3,0.034512828086649835
964,Sulfate,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.02148773490270413
965,Sulfate,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,1.0091384071581133
966,Sulfate,"('air',)",emission,kilogram,biosphere3,0.4694077993304696
967,Sulfur dioxide,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2493.9411309624934
968,Sulfur dioxide,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,1.0116098391475783
969,Sulfur dioxide,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,0.002574214848920744
970,Sulfur dioxide,"('air',)",emission,kilogram,biosphere3,359.13686425745743
971,Sulfur hexafluoride,"('air',)",emission,kilogram,biosphere3,0.07534219942500445
972,Sulfuric acid,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.005150805401633642
973,Sulfuric acid,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.2356716569739174e-07
974,Sulfuric acid,"('air',)",emission,kilogram,biosphere3,0.044313603379636954
975,Terpenes,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.008729509884530615
976,Thallium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.00010122989708026465
977,Thallium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,3.156842835322953e-05
978,Thallium,"('air',)",emission,kilogram,biosphere3,0.002163694478017647
979,Thorium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.6410844196978007e-06
980,Thorium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,4.1777406331950126e-05
981,Thorium,"('air',)",emission,kilogram,biosphere3,6.2773749412660945e-09
982,Thorium-228,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,6.964533064170238
983,Thorium-228,"('air',)",emission,kilo Becquerel,biosphere3,0.03171207805140602
984,Thorium-230,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,3.7117573269955635
985,Thorium-232,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,10.150939880755047
986,Thorium-232,"('air', 'low population density, long-term')",emission,kilo Becquerel,biosphere3,24.936427872501493
987,Thorium-232,"('air',)",emission,kilo Becquerel,biosphere3,0.049818094099374
988,Thorium-234,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,2.727677397187395
989,Tin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.4004949290240945
990,Tin,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0013597046190659378
991,Tin,"('air',)",emission,kilogram,biosphere3,0.09688554827986076
992,Titanium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.013415362881464632
993,Titanium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.13455671737469865
994,Titanium,"('air',)",emission,kilogram,biosphere3,0.053686941926704555
995,Toluene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.8392382109558669
996,Toluene,"('air',)",emission,kilogram,biosphere3,2.425385684212372
997,Tungsten,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,7.708602479710157e-07
998,Tungsten,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.00035212133489335995
999,Uranium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.453487020985842e-06
1000,Uranium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,4.1767261314585125e-07
1001,Uranium,"('air',)",emission,kilogram,biosphere3,9.934884631970687e-09
1002,Uranium alpha,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,17.36126896549005
1003,Uranium-234,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,8.123500288728005
1004,Uranium-235,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.1524146133559022
1005,Uranium-238,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,35.79420206727287
1006,Uranium-238,"('air', 'low population density, long-term')",emission,kilo Becquerel,biosphere3,0.06603718429416094
1007,Uranium-238,"('air',)",emission,kilo Becquerel,biosphere3,0.1655842748495953
1008,Vanadium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.11561263388663705
1009,Vanadium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0424296862284079
1010,Vanadium,"('air',)",emission,kilogram,biosphere3,0.2649186035141677
1011,Xenon-131m,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,497.94036026412164
1012,Xenon-133,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,30937.024522418124
1013,Xenon-133m,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,18.992616438268808
1014,Xenon-135,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,10747.51986281351
1015,Xenon-135m,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,4556.694927134767
1016,Xenon-137,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,143.2762375270426
1017,Xenon-138,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1069.945354588456
1018,Xylene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.565548926657697
1019,Xylene,"('air',)",emission,kilogram,biosphere3,1.773452456651269
1020,Zinc,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,4.5102465141627865
1021,Zinc,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.04167882533511296
1022,Zinc,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,3.065766045334996e-05
1023,Zinc,"('air',)",emission,kilogram,biosphere3,1.94701935813405
1024,Zinc-65,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0011518821333559351
1025,Zirconium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.00011668350264641469
1026,Zirconium-95,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0023473953614440305
1027,Aluminium,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.8296783601099205
1028,Aluminium,"('soil', 'industrial')",emission,kilogram,biosphere3,3.637548645693516
1029,Aluminium,"('soil',)",emission,kilogram,biosphere3,21.169538062184007
1030,Antimony,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.5722694633533792e-06
1031,Antimony,"('soil', 'industrial')",emission,kilogram,biosphere3,0.03560048552636807
1032,Antimony,"('soil',)",emission,kilogram,biosphere3,0.0010111470820575814
1033,Arsenic,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0013049774089253035
1034,Arsenic,"('soil', 'industrial')",emission,kilogram,biosphere3,0.00506362520733844
1035,Arsenic,"('soil',)",emission,kilogram,biosphere3,0.0031822846197527253
1036,Barium,"('soil', 'agricultural')",emission,kilogram,biosphere3,6.656036643788545e-05
1037,Barium,"('soil', 'industrial')",emission,kilogram,biosphere3,1.7018459350898951
1038,Barium,"('soil',)",emission,kilogram,biosphere3,0.10501774113433503
1039,Beryllium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.0010625333477413813
1040,Beryllium,"('soil',)",emission,kilogram,biosphere3,0.001259895474262828
1041,Boron,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.2856911559526276e-05
1042,Boron,"('soil', 'industrial')",emission,kilogram,biosphere3,0.025347192839638117
1043,Boron,"('soil',)",emission,kilogram,biosphere3,0.04262785887658713
1044,Bromine,"('soil', 'industrial')",emission,kilogram,biosphere3,0.05643765554280401
1045,Bromine,"('soil',)",emission,kilogram,biosphere3,0.0013921616602578677
1046,Cadmium,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0024540261668015134
1047,Cadmium,"('soil', 'forestry')",emission,kilogram,biosphere3,2.225308656489834e-05
1048,Cadmium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.11272208251007153
1049,Cadmium,"('soil',)",emission,kilogram,biosphere3,0.00042851203422778915
1050,Calcium,"('soil', 'agricultural')",emission,kilogram,biosphere3,21.674158952232368
1051,Calcium,"('soil', 'industrial')",emission,kilogram,biosphere3,66.89158578245389
1052,Calcium,"('soil',)",emission,kilogram,biosphere3,3.9249279830065973
1053,Carbon,"('soil', 'industrial')",emission,kilogram,biosphere3,571.6023120401074
1054,Carbon,"('soil',)",emission,kilogram,biosphere3,2.157978766288558
1055,Chloride,"('soil', 'industrial')",emission,kilogram,biosphere3,20.22275548808185
1056,Chloride,"('soil',)",emission,kilogram,biosphere3,1.8376129615862782
1057,Chromium,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.022766650005448842
1058,Chromium,"('soil', 'forestry')",emission,kilogram,biosphere3,0.00025449014578383586
1059,Chromium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.19969319263188576
1060,Chromium,"('soil',)",emission,kilogram,biosphere3,0.015784485531969004
1061,Chromium VI,"('soil',)",emission,kilogram,biosphere3,0.06002669990261442
1062,Cobalt,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.002461988505944513
1063,Cobalt,"('soil', 'industrial')",emission,kilogram,biosphere3,0.027894903096877918
1064,Cobalt,"('soil',)",emission,kilogram,biosphere3,0.005731406838497031
1065,Copper,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.082392997182588
1066,Copper,"('soil', 'forestry')",emission,kilogram,biosphere3,-0.00034797591615884176
1067,Copper,"('soil', 'industrial')",emission,kilogram,biosphere3,0.3592941197290235
1068,Copper,"('soil',)",emission,kilogram,biosphere3,0.06341072323307917
1069,Fluoride,"('soil', 'industrial')",emission,kilogram,biosphere3,0.15903823755525215
1070,Fluoride,"('soil',)",emission,kilogram,biosphere3,0.0407808198819527
1071,Glyphosate,"('soil', 'industrial')",emission,kilogram,biosphere3,0.025669148166439382
1072,"Heat, waste","('soil', 'industrial')",emission,megajoule,biosphere3,4652.823702450122
1073,Iodide,"('soil', 'industrial')",emission,kilogram,biosphere3,2.9797306218885256e-07
1074,Iron,"('soil', 'agricultural')",emission,kilogram,biosphere3,27.893013990862723
1075,Iron,"('soil', 'industrial')",emission,kilogram,biosphere3,10.937928552418366
1076,Iron,"('soil',)",emission,kilogram,biosphere3,105.2201572761316
1077,Lead,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.022293272463163052
1078,Lead,"('soil', 'forestry')",emission,kilogram,biosphere3,1.9314343080242362e-05
1079,Lead,"('soil', 'industrial')",emission,kilogram,biosphere3,0.47241352249824586
1080,Lead,"('soil',)",emission,kilogram,biosphere3,0.021476044037873007
1081,Magnesium,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.4422409718572533
1082,Magnesium,"('soil', 'industrial')",emission,kilogram,biosphere3,2.328249321720466
1083,Magnesium,"('soil',)",emission,kilogram,biosphere3,0.9985441555970235
1084,Manganese,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.8721119803095873
1085,Manganese,"('soil', 'industrial')",emission,kilogram,biosphere3,0.2250033697852633
1086,Manganese,"('soil',)",emission,kilogram,biosphere3,0.05663460828681251
1087,Mercury,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00028257831850627004
1088,Mercury,"('soil', 'industrial')",emission,kilogram,biosphere3,0.0005263020732547008
1089,Mercury,"('soil',)",emission,kilogram,biosphere3,4.558212840659406e-05
1090,Molybdenum,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.001407779706094658
1091,Molybdenum,"('soil', 'industrial')",emission,kilogram,biosphere3,0.00018149435133111566
1092,Molybdenum,"('soil',)",emission,kilogram,biosphere3,0.0016308454161573103
1093,Nickel,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.018811256275609946
1094,Nickel,"('soil', 'forestry')",emission,kilogram,biosphere3,0.0001522161167772413
1095,Nickel,"('soil', 'industrial')",emission,kilogram,biosphere3,0.02433021479842492
1096,Nickel,"('soil',)",emission,kilogram,biosphere3,0.01070407604686144
1097,Nitrogen,"('soil', 'industrial')",emission,kilogram,biosphere3,2.521186267579068
1098,Nitrogen,"('soil',)",emission,kilogram,biosphere3,0.06734275946269881
1099,"Oils, non-fossil","('soil', 'forestry')",emission,kilogram,biosphere3,0.2904231487513884
1100,"Oils, non-fossil","('soil', 'industrial')",emission,kilogram,biosphere3,9.371273859308105e-06
1101,"Oils, non-fossil","('soil',)",emission,kilogram,biosphere3,0.2761267059222471
1102,"Oils, unspecified","('soil', 'forestry')",emission,kilogram,biosphere3,284.4404656715975
1103,"Oils, unspecified","('soil', 'industrial')",emission,kilogram,biosphere3,7.621908571208971
1104,"Oils, unspecified","('soil',)",emission,kilogram,biosphere3,7.81185598336941
1105,Phosphorus,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.4015662237006008
1106,Phosphorus,"('soil', 'industrial')",emission,kilogram,biosphere3,0.16815700599763067
1107,Phosphorus,"('soil',)",emission,kilogram,biosphere3,0.16835063958081206
1108,Potassium,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.233199837305942
1109,Potassium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.9847709260360645
1110,Potassium,"('soil',)",emission,kilogram,biosphere3,1.5974331292702786
1111,Scandium,"('soil',)",emission,kilogram,biosphere3,0.0035459100387940632
1112,Selenium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.003190091731049346
1113,Selenium,"('soil',)",emission,kilogram,biosphere3,0.004369569902431173
1114,Silicon,"('soil', 'agricultural')",emission,kilogram,biosphere3,9.324501012728534
1115,Silicon,"('soil', 'industrial')",emission,kilogram,biosphere3,170.60271484930135
1116,Silicon,"('soil',)",emission,kilogram,biosphere3,33.338106040909324
1117,Silver,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.816531091603656e-13
1118,Silver,"('soil', 'industrial')",emission,kilogram,biosphere3,3.7100094873990155e-05
1119,Silver,"('soil',)",emission,kilogram,biosphere3,0.0005182201190468308
1120,Sodium,"('soil', 'industrial')",emission,kilogram,biosphere3,55.05664778081595
1121,Sodium,"('soil',)",emission,kilogram,biosphere3,1.715131104579053
1122,Strontium,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00013268139998874376
1123,Strontium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.21178210688984822
1124,Strontium,"('soil',)",emission,kilogram,biosphere3,0.13050248143983154
1125,Sulfur,"('soil', 'industrial')",emission,kilogram,biosphere3,21.414575026708423
1126,Sulfur,"('soil',)",emission,kilogram,biosphere3,7.072796262870646
1127,Sulfuric acid,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.016714808602302688
1128,Thallium,"('soil', 'industrial')",emission,kilogram,biosphere3,0.0008584172814497568
1129,Thallium,"('soil',)",emission,kilogram,biosphere3,0.00021814236574041392
1130,Tin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.003981954951003447
1131,Tin,"('soil', 'industrial')",emission,kilogram,biosphere3,0.03236396796972782
1132,Tin,"('soil',)",emission,kilogram,biosphere3,0.0024941952500990823
1133,Titanium,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.05654709060038819
1134,Titanium,"('soil', 'industrial')",emission,kilogram,biosphere3,2.0967170212034696
1135,Titanium,"('soil',)",emission,kilogram,biosphere3,1.2143296403074484
1136,Vanadium,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0016185576708511928
1137,Vanadium,"('soil', 'industrial')",emission,kilogram,biosphere3,2.2999716024052295
1138,Vanadium,"('soil',)",emission,kilogram,biosphere3,0.027241150853830266
1139,Zinc,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.22187903927344768
1140,Zinc,"('soil', 'forestry')",emission,kilogram,biosphere3,-0.0011580164350809524
1141,Zinc,"('soil', 'industrial')",emission,kilogram,biosphere3,1.0354106217257977
1142,Zinc,"('soil',)",emission,kilogram,biosphere3,0.5226131255160035
1143,"1,4-Butanediol","('water', 'surface water')",emission,kilogram,biosphere3,2.7963265192979972e-05
1144,1-Pentanol,"('water', 'surface water')",emission,kilogram,biosphere3,3.5656008639337578e-06
1145,1-Pentene,"('water', 'surface water')",emission,kilogram,biosphere3,2.694468465424391e-06
1146,2-Aminopropanol,"('water', 'surface water')",emission,kilogram,biosphere3,3.665335134305528e-06
1147,2-Methyl-1-propanol,"('water', 'surface water')",emission,kilogram,biosphere3,1.130592301991511e-05
1148,2-Methyl-2-butene,"('water', 'surface water')",emission,kilogram,biosphere3,8.08723342066262e-09
1149,2-Propanol,"('water', 'surface water')",emission,kilogram,biosphere3,2.608854873264566e-05
1150,2-Propanol,"('water',)",emission,kilogram,biosphere3,0.3126281013759326
1151,4-Methyl-2-pentanol,"('water', 'surface water')",emission,kilogram,biosphere3,3.279918796638911e-06
1152,4-Methyl-2-pentanone,"('water', 'surface water')",emission,kilogram,biosphere3,0.000635957263023117
1153,4-Methyl-2-pentanone,"('water',)",emission,kilogram,biosphere3,0.00016698656860720688
1154,Acenaphthene,"('water', 'ocean')",emission,kilogram,biosphere3,1.1624994095112803e-06
1155,Acenaphthene,"('water', 'surface water')",emission,kilogram,biosphere3,3.074598371388638e-05
1156,Acenaphthylene,"('water', 'ocean')",emission,kilogram,biosphere3,7.270293890676824e-08
1157,Acenaphthylene,"('water', 'surface water')",emission,kilogram,biosphere3,1.6114826509259395e-06
1158,Acetaldehyde,"('water', 'surface water')",emission,kilogram,biosphere3,0.06335551405386816
1159,Acetic acid,"('water', 'surface water')",emission,kilogram,biosphere3,0.0978340137918052
1160,Acetone,"('water', 'surface water')",emission,kilogram,biosphere3,17.598244471487757
1161,Acetone,"('water',)",emission,kilogram,biosphere3,0.00039800558347747466
1162,Acetonitrile,"('water', 'surface water')",emission,kilogram,biosphere3,1.2360737606120724e-06
1163,Acetyl chloride,"('water', 'surface water')",emission,kilogram,biosphere3,2.8010203751019127e-06
1164,"Acidity, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,0.3621916840834353
1165,"Acidity, unspecified","('water',)",emission,kilogram,biosphere3,0.008374439203975877
1166,"Acrylate, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.009626912160089228
1167,"Actinides, radioactive, unspecified","('water', 'ocean')",emission,kilo Becquerel,biosphere3,1.5489641208710974
1168,Aluminium,"('water', 'ground-')",emission,kilogram,biosphere3,5.770175713220284
1169,Aluminium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,9831.998424633584
1170,Aluminium,"('water', 'ocean')",emission,kilogram,biosphere3,0.35384971169924323
1171,Aluminium,"('water', 'surface water')",emission,kilogram,biosphere3,2.4737942152855443
1172,Aluminium,"('water',)",emission,kilogram,biosphere3,1.044616757256304
1173,"Ammonium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,18.656860565311863
1174,"Ammonium, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.005536338535015985
1175,"Ammonium, ion","('water', 'surface water')",emission,kilogram,biosphere3,60.10578207189669
1176,"Ammonium, ion","('water',)",emission,kilogram,biosphere3,0.6874001950517783
1177,Aniline,"('water', 'surface water')",emission,kilogram,biosphere3,4.176847678926375e-05
1178,Aniline,"('water',)",emission,kilogram,biosphere3,0.002385417954759921
1179,Antimony,"('water', 'ground-')",emission,kilogram,biosphere3,0.0267721187661266
1180,Antimony,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,3.5997415414839002
1181,Antimony,"('water', 'surface water')",emission,kilogram,biosphere3,1.5322234839713857
1182,Antimony,"('water',)",emission,kilogram,biosphere3,0.0004486291128809355
1183,Antimony-122,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.03632597157339996
1184,Antimony-124,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,131.6292692411722
1185,Antimony-125,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,1.8133265529559008
1186,"AOX, Adsorbable Organic Halogen as Cl","('water', 'ocean')",emission,kilogram,biosphere3,1.1094511711464401e-05
1187,"AOX, Adsorbable Organic Halogen as Cl","('water', 'surface water')",emission,kilogram,biosphere3,1.0397788137671145
1188,"AOX, Adsorbable Organic Halogen as Cl","('water',)",emission,kilogram,biosphere3,0.008925333410721858
1189,"Arsenic, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,2.2796902213937384
1190,"Arsenic, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.001052621140935
1191,"Arsenic, ion","('water', 'surface water')",emission,kilogram,biosphere3,2.9489804487592806
1192,"Arsenic, ion","('water',)",emission,kilogram,biosphere3,0.025814158209235622
1193,Barite,"('water', 'ocean')",emission,kilogram,biosphere3,10.400190963822793
1194,Barite,"('water',)",emission,kilogram,biosphere3,6.4407389613966615
1195,Barium,"('water', 'ground-')",emission,kilogram,biosphere3,0.05944220897775564
1196,Barium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,128.3879856413884
1197,Barium,"('water', 'ocean')",emission,kilogram,biosphere3,0.1626037059266788
1198,Barium,"('water', 'surface water')",emission,kilogram,biosphere3,3.5823994234194614
1199,Barium,"('water',)",emission,kilogram,biosphere3,4.926007501575907
1200,Barium-140,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.07544127085268923
1201,Benzal chloride,"('water', 'surface water')",emission,kilogram,biosphere3,0.0029975666189127276
1202,Benzene,"('water', 'ocean')",emission,kilogram,biosphere3,0.0428045794527813
1203,Benzene,"('water', 'surface water')",emission,kilogram,biosphere3,18.07973545159397
1204,Benzene,"('water',)",emission,kilogram,biosphere3,0.0668313693799657
1205,"Benzene, chloro-","('water', 'surface water')",emission,kilogram,biosphere3,0.09230987480964452
1206,"Benzene, ethyl-","('water', 'ocean')",emission,kilogram,biosphere3,0.004485528375983544
1207,"Benzene, ethyl-","('water', 'surface water')",emission,kilogram,biosphere3,0.09853671859517539
1208,"Benzene, ethyl-","('water',)",emission,kilogram,biosphere3,0.0037540589899153314
1209,Benzyl alcohol,"('water', 'surface water')",emission,kilogram,biosphere3,1.980792681347105e-06
1210,Beryllium,"('water', 'ground-')",emission,kilogram,biosphere3,0.004315989404931947
1211,Beryllium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,1.8438275881036574
1212,Beryllium,"('water', 'surface water')",emission,kilogram,biosphere3,0.00022919539180379187
1213,Beryllium,"('water',)",emission,kilogram,biosphere3,0.00039963438889067916
1214,"BOD5, Biological Oxygen Demand","('water', 'ground-, long-term')",emission,kilogram,biosphere3,3372.1924074103827
1215,"BOD5, Biological Oxygen Demand","('water', 'ocean')",emission,kilogram,biosphere3,99.77210444806717
1216,"BOD5, Biological Oxygen Demand","('water', 'surface water')",emission,kilogram,biosphere3,891.0615633995017
1217,"BOD5, Biological Oxygen Demand","('water',)",emission,kilogram,biosphere3,284.90826569323133
1218,Borate,"('water', 'surface water')",emission,kilogram,biosphere3,0.00047614117521265
1219,Borate,"('water',)",emission,kilogram,biosphere3,0.0018841134044423934
1220,Boron,"('water', 'ground-')",emission,kilogram,biosphere3,0.04376397238895538
1221,Boron,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,7.467590179939727
1222,Boron,"('water', 'ocean')",emission,kilogram,biosphere3,0.019251096121954782
1223,Boron,"('water', 'surface water')",emission,kilogram,biosphere3,0.20853769139499265
1224,Boron,"('water',)",emission,kilogram,biosphere3,0.13974824031130026
1225,Bromate,"('water', 'surface water')",emission,kilogram,biosphere3,0.9882173480243904
1226,Bromide,"('water', 'surface water')",emission,kilogram,biosphere3,0.03142082684078502
1227,Bromine,"('water', 'ground-')",emission,kilogram,biosphere3,0.041823888200487026
1228,Bromine,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.8279765183926826
1229,Bromine,"('water', 'ocean')",emission,kilogram,biosphere3,0.13082790983304554
1230,Bromine,"('water', 'surface water')",emission,kilogram,biosphere3,5.2331668963085
1231,Bromine,"('water',)",emission,kilogram,biosphere3,8.537659007034089
1232,Butanol,"('water', 'surface water')",emission,kilogram,biosphere3,0.01800930244817394
1233,Butene,"('water', 'surface water')",emission,kilogram,biosphere3,0.022124590084361413
1234,Butyl acetate,"('water', 'surface water')",emission,kilogram,biosphere3,0.023351966296458356
1235,Butyrolactone,"('water',)",emission,kilogram,biosphere3,6.048159162476e-06
1236,"Cadmium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,3.672006792690371
1237,"Cadmium, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.0021210463014528654
1238,"Cadmium, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.033527782165939574
1239,"Cadmium, ion","('water',)",emission,kilogram,biosphere3,0.054681571651640795
1240,"Calcium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,14688.916467332601
1241,"Calcium, ion","('water', 'ocean')",emission,kilogram,biosphere3,10.712409365924625
1242,"Calcium, ion","('water', 'surface water')",emission,kilogram,biosphere3,432.3710999215661
1243,"Calcium, ion","('water',)",emission,kilogram,biosphere3,128.08419686198567
1244,Carbon disulfide,"('water', 'surface water')",emission,kilogram,biosphere3,2.580454029310273e-05
1245,Carbon-14,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,14.490954380818435
1246,Carbonate,"('water', 'ocean')",emission,kilogram,biosphere3,0.005083938121059122
1247,Carbonate,"('water', 'surface water')",emission,kilogram,biosphere3,2.36408696760263
1248,Carbonate,"('water',)",emission,kilogram,biosphere3,0.028860780429080135
1249,"Carboxylic acids, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,3.425482119114385
1250,"Carboxylic acids, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,15.108924645325951
1251,"Carboxylic acids, unspecified","('water',)",emission,kilogram,biosphere3,3.236022886470924e-06
1252,Cerium-141,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.03388201998700904
1253,Cerium-144,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.01936849443900497
1254,Cesium,"('water', 'ocean')",emission,kilogram,biosphere3,0.00018689701123952387
