,name,categories,type,unit,database,"wind turbine construction,
2MW, onshore | wind turbine,
2MW, onshore | GLO |
ecoinvent3.8 cut-off"
1472,"Potassium, ion","('water',)",emission,kilogram,biosphere3,4.082715168247459e-07
1473,Potassium-40,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,0.0051599088696913376
1474,Potassium-40,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,1.007838291908092
1475,Potassium-40,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,21.298115562774974
1476,Propanal,"('water', 'surface water')",emission,kilogram,biosphere3,5.08554232830511e-06
1477,Propanol,"('water', 'surface water')",emission,kilogram,biosphere3,6.412222303528408e-06
1478,Propene,"('water', 'surface water')",emission,kilogram,biosphere3,11.565729975386624
1479,Propionic acid,"('water', 'surface water')",emission,kilogram,biosphere3,5.9918204394790126e-05
1480,Propylamine,"('water', 'surface water')",emission,kilogram,biosphere3,2.0058526159050813e-06
1481,Propylene oxide,"('water', 'surface water')",emission,kilogram,biosphere3,0.017743229878709438
1482,Protactinium-234,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,7.376734864535618
1483,"Radioactive species, alpha emitters","('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.23801281556617043
1484,"Radioactive species, Nuclides, unspecified","('water', 'ocean')",emission,kilo Becquerel,biosphere3,926.0710632521708
1485,"Radioactive species, Nuclides, unspecified","('water', 'surface water')",emission,kilo Becquerel,biosphere3,3.9412514197140096
1486,Radium-224,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,9.344850243905329
1487,Radium-224,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,205.2842931029147
1488,Radium-226,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,0.04788506165020941
1489,Radium-226,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,24.338820479992915
1490,Radium-226,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,2774.1224635069557
1491,Radium-226,"('water',)",emission,kilo Becquerel,biosphere3,52.922332300168485
1492,Radium-228,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,18.689700487816072
1493,Radium-228,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,410.5685862056515
1494,Radium-228,"('water',)",emission,kilo Becquerel,biosphere3,74.20230122527364
1495,Rubidium,"('water', 'ocean')",emission,kilogram,biosphere3,0.0018689700858357766
1496,Rubidium,"('water', 'surface water')",emission,kilogram,biosphere3,0.04105685943457186
1497,Ruthenium-103,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.011868499134367
1498,Scandium,"('water', 'ground-')",emission,kilogram,biosphere3,0.03236080621542915
1499,Scandium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,10.390967171354156
1500,Scandium,"('water', 'surface water')",emission,kilogram,biosphere3,0.06798147867746775
1501,Selenium,"('water', 'ground-')",emission,kilogram,biosphere3,0.01634432754139746
1502,Selenium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,1.6351428518965896
1503,Selenium,"('water', 'surface water')",emission,kilogram,biosphere3,0.3157939921393342
1504,Selenium,"('water',)",emission,kilogram,biosphere3,0.0015693060499071775
1505,Silicon,"('water', 'ground-')",emission,kilogram,biosphere3,12.100768836682878
1506,Silicon,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,34478.969911165106
1507,Silicon,"('water', 'ocean')",emission,kilogram,biosphere3,0.0005583679616703001
1508,Silicon,"('water', 'surface water')",emission,kilogram,biosphere3,71.704913755511
1509,"Silver, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,6.1478357199142115
1510,"Silver, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.00011213820143191464
1511,"Silver, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.002552869399827055
1512,"Silver, ion","('water',)",emission,kilogram,biosphere3,0.08349335650269156
1513,Silver-110,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,20.785449724451638
1514,Sodium formate,"('water', 'surface water')",emission,kilogram,biosphere3,6.321124082507944e-05
1515,"Sodium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,4623.558095243362
1516,"Sodium, ion","('water', 'ocean')",emission,kilogram,biosphere3,106.22672847200249
1517,"Sodium, ion","('water', 'surface water')",emission,kilogram,biosphere3,1690.346393957403
1518,"Sodium, ion","('water',)",emission,kilogram,biosphere3,1693.4840740903667
1519,Sodium-24,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.4205160989327593
1520,"Solids, inorganic","('water', 'ocean')",emission,kilogram,biosphere3,-1.9275704208310744e-16
1521,"Solids, inorganic","('water', 'surface water')",emission,kilogram,biosphere3,72.72589591194905
1522,"Solids, inorganic","('water',)",emission,kilogram,biosphere3,0.5824041565113384
1523,Strontium,"('water', 'ground-')",emission,kilogram,biosphere3,2.232902260770312
1524,Strontium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,177.27292403917738
1525,Strontium,"('water', 'ocean')",emission,kilogram,biosphere3,0.3974095514198823
1526,Strontium,"('water', 'surface water')",emission,kilogram,biosphere3,7.467976860838162
1527,Strontium,"('water',)",emission,kilogram,biosphere3,2.172080954012134
1528,Strontium-89,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.5443843094664603
1529,Strontium-90,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,19.7341333716857
1530,Strontium-90,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,532.743016211993
1531,Sulfate,"('water', 'ground-')",emission,kilogram,biosphere3,1146.230218536812
1532,Sulfate,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,24990.11405961789
1533,Sulfate,"('water', 'ocean')",emission,kilogram,biosphere3,19.04030852975636
1534,Sulfate,"('water', 'surface water')",emission,kilogram,biosphere3,1379.267981620372
1535,Sulfate,"('water',)",emission,kilogram,biosphere3,33.1114047227329
1536,Sulfide,"('water', 'ocean')",emission,kilogram,biosphere3,0.0002000974939447038
1537,Sulfide,"('water', 'surface water')",emission,kilogram,biosphere3,0.030442085818460987
1538,Sulfide,"('water',)",emission,kilogram,biosphere3,0.010054271926483787
1539,Sulfite,"('water', 'surface water')",emission,kilogram,biosphere3,0.33236511867212126
1540,Sulfite,"('water',)",emission,kilogram,biosphere3,3.602064186033249e-07
1541,Sulfur,"('water', 'ground-')",emission,kilogram,biosphere3,0.1530514655275645
1542,Sulfur,"('water', 'ocean')",emission,kilogram,biosphere3,0.002870181848493332
1543,Sulfur,"('water', 'surface water')",emission,kilogram,biosphere3,1.2272534412425793
1544,Sulfur,"('water',)",emission,kilogram,biosphere3,0.25565020169284847
1545,"Suspended solids, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,37.00713474878499
1546,"Suspended solids, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,306.25680176861016
1547,"Suspended solids, unspecified","('water',)",emission,kilogram,biosphere3,56.40786868147414
1548,t-Butyl methyl ether,"('water', 'surface water')",emission,kilogram,biosphere3,3.211335461009999e-06
1549,t-Butyl methyl ether,"('water',)",emission,kilogram,biosphere3,0.0007348321076213971
1550,t-Butylamine,"('water', 'surface water')",emission,kilogram,biosphere3,6.446150836865579e-06
1551,Technetium-99m,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.6959324340611805
1552,Tellurium-123m,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.08048747341057418
1553,Tellurium-132,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.003383459008902285
1554,Thallium,"('water', 'ground-')",emission,kilogram,biosphere3,0.001023086949330514
1555,Thallium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,5.903875825482813
1556,Thallium,"('water', 'ocean')",emission,kilogram,biosphere3,3.156935344363459e-05
1557,Thallium,"('water', 'surface water')",emission,kilogram,biosphere3,0.0008419560957636429
1558,Thallium,"('water',)",emission,kilogram,biosphere3,9.466757174746112e-05
1559,"Thiocyanate, ion","('water', 'ocean')",emission,kilogram,biosphere3,6.273571856897399e-06
1560,Thorium-228,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,0.0005233875453385365
1561,Thorium-228,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,37.38954766348952
1562,Thorium-228,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,821.1371724112888
1563,Thorium-230,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,624.553817880581
1564,Thorium-232,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,3.97083505933705
1565,Thorium-232,"('water',)",emission,kilo Becquerel,biosphere3,0.9693506957370149
1566,Thorium-234,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,7.381452531476507
1567,"Tin, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,21.951590474907285
1568,"Tin, ion","('water', 'ocean')",emission,kilogram,biosphere3,3.563639783679483e-21
1569,"Tin, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.008008459040905134
1570,"Tin, ion","('water',)",emission,kilogram,biosphere3,0.004749251677053269
1571,"Titanium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,264.574820663883
1572,"Titanium, ion","('water', 'ocean')",emission,kilogram,biosphere3,9.177203444466004e-05
1573,"Titanium, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.1726988971384314
1574,"Titanium, ion","('water',)",emission,kilogram,biosphere3,0.08605324897714123
1575,"TOC, Total Organic Carbon","('water', 'ground-, long-term')",emission,kilogram,biosphere3,11454.535302666454
1576,"TOC, Total Organic Carbon","('water', 'ocean')",emission,kilogram,biosphere3,28.55923148591594
1577,"TOC, Total Organic Carbon","('water', 'surface water')",emission,kilogram,biosphere3,343.3192041836382
1578,"TOC, Total Organic Carbon","('water',)",emission,kilogram,biosphere3,85.1564525949569
1579,Toluene,"('water', 'ocean')",emission,kilogram,biosphere3,0.051775636204725556
1580,Toluene,"('water', 'surface water')",emission,kilogram,biosphere3,0.4465064458691343
1581,Toluene,"('water',)",emission,kilogram,biosphere3,0.06319048538231045
1582,"Toluene, 2-chloro","('water', 'surface water')",emission,kilogram,biosphere3,9.940041798750263e-05
1583,Tributyltin compounds,"('water', 'ocean')",emission,kilogram,biosphere3,5.741649404813758e-05
1584,Triethylene glycol,"('water', 'ocean')",emission,kilogram,biosphere3,0.00765425917460321
1585,Triethylene glycol,"('water', 'surface water')",emission,kilogram,biosphere3,0.0001005218973317192
1586,Triethylene glycol,"('water',)",emission,kilogram,biosphere3,0.0001470312424871522
1587,Trimethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,4.254272084610968e-06
1588,Tungsten,"('water', 'ground-')",emission,kilogram,biosphere3,0.02120249145054341
1589,Tungsten,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,9.464176104361604
1590,Tungsten,"('water', 'surface water')",emission,kilogram,biosphere3,4.678171799040973
1591,Uranium alpha,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,287.8131784373942
1592,Uranium-234,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,8.53788139598557
1593,Uranium-235,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,9.526358409805642
1594,Uranium-238,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,0.021902562300888453
1595,Uranium-238,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,4.2778239102569575
1596,Uranium-238,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,25.500817990416635
1597,Uranium-238,"('water',)",emission,kilo Becquerel,biosphere3,0.02816130545312057
1598,Urea,"('water', 'surface water')",emission,kilogram,biosphere3,8.00962150262877e-06
1599,Urea,"('water',)",emission,kilogram,biosphere3,2.105797415700542e-07
1600,"Vanadium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,98.21250944860532
1601,"Vanadium, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.305168786413317
1602,"Vanadium, ion","('water',)",emission,kilogram,biosphere3,0.0018171059369596007
1603,"VOC, volatile organic compounds, unspecified origin","('water', 'ocean')",emission,kilogram,biosphere3,0.06541395491648701
1604,"VOC, volatile organic compounds, unspecified origin","('water', 'surface water')",emission,kilogram,biosphere3,1.4526358569868456
1605,"VOC, volatile organic compounds, unspecified origin","('water',)",emission,kilogram,biosphere3,0.00013513118199044063
1606,Xylene,"('water', 'ocean')",emission,kilogram,biosphere3,0.04915907685219504
1607,Xylene,"('water', 'surface water')",emission,kilogram,biosphere3,0.38605097111491726
1608,Xylene,"('water',)",emission,kilogram,biosphere3,0.03192740903287783
1609,"Zinc, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,189.7110129409442
1610,"Zinc, ion","('water', 'ocean')",emission,kilogram,biosphere3,1.1854997176913113
1611,"Zinc, ion","('water', 'surface water')",emission,kilogram,biosphere3,1.9665251766288507
1612,"Zinc, ion","('water',)",emission,kilogram,biosphere3,0.46716867679556273
1613,Zinc-65,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,12.131544512366128
1614,Zirconium-95,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,59.146344994507736
1615,Sodium tetrahydridoborate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.2414752940544952e-08
1616,Allyl chloride,"('water',)",emission,kilogram,biosphere3,4.2361626652148944e-05
1617,Oxygen,"('natural resource', 'in air')",natural resource,kilogram,biosphere3,58893.21729279049
1618,"Water, in air","('natural resource', 'in air')",natural resource,cubic meter,biosphere3,1.3516628327733944
1619,Flumioxazin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1402269123517295e-06
1620,Clethodim,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.8944141364531229e-06
1621,Imazaquin,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.3037679100761204e-08
1622,"Hydrocarbons, unspecified","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.1468103909572026
1623,Dicamba,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.1523424368907042e-07
1624,Bentazone,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1753331376042392e-06
1625,Thiodicarb,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.3722844649591568e-07
1626,Chlorpyrifos,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.2774011858483173e-05
1627,Fluazifop-p-butyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,7.509340239252505e-07
1628,Carfentrazone-ethyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.519359504743662e-08
1629,Trifloxystrobin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.4637143868617762e-08
1630,Chlorimuron-ethyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.403271248684697e-07
1631,Sulfentrazone,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.7017358385756293e-06
1632,Alachlor,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.7131219660321595e-06
1633,Permethrin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.5361673233758426e-07
1634,Pendimethalin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.379692893034181e-05
1635,Acetamide,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.874977429424293e-07
1636,"2,4-D","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.6274558892749598e-05
1637,Cloransulam-methyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.335014627187029e-07
1638,Diflubenzuron,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.519359504743662e-08
1639,Metribuzin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.5112266471865397e-06
1640,Propiconazole,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,4.1526380701803293e-07
1641,Flufenacet,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.8155960525251596e-07
1642,Imazaquin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.375820154685854e-07
1643,"Cyhalothrin, gamma-","('soil', 'agricultural')",emission,kilogram,biosphere3,3.288928466831548e-08
1644,"Cyhalothrin, gamma-","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,7.671997246146872e-07
1645,Sethoxydim,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.825355389785766e-07
1646,Pyraclostrobin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,9.781321861423268e-07
1647,Trifluralin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.891302209096043e-05
1648,Acifluorfen,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.6433797573868172e-08
1649,Flumiclorac-pentyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1272143741417303e-07
1650,Zeta-cypermethrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,6.95088366875112e-09
1651,Carfentrazone-ethyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.398860188740399e-06
1652,Thifensulfuron,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.850637818306625e-08
1653,Methyl parathion,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,4.3348140496531713e-07
1654,Carbaryl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.20281499149238e-07
1655,Flumiclorac-pentyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.829834113514188e-09
1656,Methyl parathion,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.858087313164006e-08
1657,Lactofen,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.413773404549415e-07
1658,Imazethapyr,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1125751590794e-06
1659,Paraquat,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.2587661209722284e-06
1660,Flumetsulam,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.587616271781003e-08
1661,Acephate,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.792823948736149e-06
1662,Azoxystrobin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.268726075092148e-06
1663,Fomesafen,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,4.239388487981091e-06
1664,Acifluorfen,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.8338300537674774e-07
1665,Atrazine,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.146192760342014e-06
1666,Thiodicarb,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0005887786796028019
1667,Fenoxaprop,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.233223863312337e-07
1668,Glyphosate,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0008538070088213336
1669,Metolachlor,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.8645069533057e-06
1670,Esfenvalerate,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.998113590688169e-07
1671,Imazamox,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.6862129163048435e-07
1672,Quizalofop-ethyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.3126434908429052e-07
1673,Zeta-cypermethrin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.622234321432768e-07
1674,Elemental carbon,"('soil',)",emission,kilogram,biosphere3,0.00338196636665122
1675,Potassium,"('water', 'ground-')",emission,kilogram,biosphere3,0.03202636111287081
1676,Elemental carbon,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0009883224333274805
1677,Lithium,"('water', 'ground-')",emission,kilogram,biosphere3,9.079298752255464e-05
1678,"Sulfate, ion","('water', 'ground-')",emission,kilogram,biosphere3,0.17466871847032098
1679,Chlorine,"('soil',)",emission,kilogram,biosphere3,0.03623080430293044
1680,Iron,"('water', 'ground-')",emission,kilogram,biosphere3,0.11932829298883121
1681,Organic carbon,"('soil',)",emission,kilogram,biosphere3,0.007998618949695065
1682,Nitrate,"('soil',)",emission,kilogram,biosphere3,0.10462829378466401
1683,Organic carbon,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.002458120838434176
1684,Sodium,"('water', 'ground-')",emission,kilogram,biosphere3,0.04496422781227698
1685,Organic carbon,"('water', 'ground-')",emission,kilogram,biosphere3,0.007998618949695065
1686,Lithium,"('soil',)",emission,kilogram,biosphere3,9.079298752255464e-05
1687,"PAH, polycyclic aromatic hydrocarbons","('soil',)",emission,kilogram,biosphere3,0.00027237923097493124
1688,Sulfate,"('soil',)",emission,kilogram,biosphere3,0.17469272535457606
1689,Lithium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.6881007035886955e-07
1690,Elemental carbon,"('water', 'ground-')",emission,kilogram,biosphere3,0.00338196636665122
1691,"Pesticides, unspecified","('soil', 'agricultural')",emission,kilogram,biosphere3,0.006895353325999218
1692,Mineral oil,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.051591197515612905
1693,Quizalofop-p-ethyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,7.578369360353311e-30
1694,Alpha-cypermethrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.348238941070466e-06
1695,Haloxyfop- (R) Methylester,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0008594173453597352
1696,Lenacil,"('soil', 'agricultural')",emission,kilogram,biosphere3,5.431938363093296e-08
1697,"Oils, non-fossil","('water', 'surface water')",emission,kilogram,biosphere3,0.001708292270477149
1698,"Gangue, bauxite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,18507.204432776154
1699,Water,"('water', 'ocean')",emission,cubic meter,biosphere3,101.38474977680356
1700,Water,"('air',)",emission,cubic meter,biosphere3,11715.447987360514
1701,Water,"('water', 'ground-')",emission,cubic meter,biosphere3,276.52192006368796
1702,Water,"('air', 'low population density, long-term')",emission,cubic meter,biosphere3,1.474194899168873
1703,Water,"('air', 'lower stratosphere + upper troposphere')",emission,cubic meter,biosphere3,2.345007361539315e-05
1704,Water,"('air', 'non-urban air or from high stacks')",emission,cubic meter,biosphere3,228.98090516754405
1705,Water,"('water',)",emission,cubic meter,biosphere3,6441963.006964654
1706,Water,"('air', 'urban air close to ground')",emission,cubic meter,biosphere3,26.479843736334875
1707,Water,"('water', 'surface water')",emission,cubic meter,biosphere3,913.836311465389
1708,Cyclohexane (for all cycloalkanes),"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.049517267259503e-05
1709,Methane,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.11482258443087165
1710,Chromium IV,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.6989838097727955e-09
1711,Argon-40,"('natural resource', 'in air')",natural resource,kilogram,biosphere3,635.9280556900817
1712,Nitrogen,"('natural resource', 'in air')",natural resource,kilogram,biosphere3,34294.6915259175
1713,Argon-40,"('air',)",emission,kilogram,biosphere3,0.855712845070088
1714,Nitrogen,"('air',)",emission,kilogram,biosphere3,441.4387697933085
1715,"Fungicides, unspecified","('soil', 'agricultural')",emission,kilogram,biosphere3,1.5281303421938405e-08
1716,"Methane, from soil or biomass stock","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.39573779856651276
1717,"Carbon dioxide, from soil or biomass stock","('air',)",emission,kilogram,biosphere3,4.044308673239893
1718,"Carbon dioxide, to soil or biomass stock","('soil',)",emission,kilogram,biosphere3,0.13133994804254462
1719,"Carbon monoxide, from soil or biomass stock","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.0524604197312195
1720,"Carbon dioxide, from soil or biomass stock","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1317.5915902882155
1721,"Chlorides, unspecified","('water',)",emission,kilogram,biosphere3,5.557007171836538
1722,Sulfur oxides,"('air',)",emission,kilogram,biosphere3,8.304477129862674
1723,Hydrochloric acid,"('water',)",emission,kilogram,biosphere3,0.5418163653562442
1724,Carbonyl sulfide,"('air',)",emission,kilogram,biosphere3,0.0809714762549342
1725,Sulfur trioxide,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.38053626803846236
1726,Sulfur trioxide,"('air',)",emission,kilogram,biosphere3,0.5413437893741986
1727,"2,2,4-Trimethyl pentane","('air',)",emission,kilogram,biosphere3,7.822162220346351e-08
1728,Acenaphthylene,"('air',)",emission,kilogram,biosphere3,2.625115463997134e-05
1729,Anthracene,"('air',)",emission,kilogram,biosphere3,3.211685913125978e-11
1730,Benz(a)anthracene,"('air',)",emission,kilogram,biosphere3,5.069394534765976e-07
1731,Benzo(b)fluoranthene,"('air',)",emission,kilogram,biosphere3,5.99552032964665e-07
1732,Benzo(ghi)perylene,"('air',)",emission,kilogram,biosphere3,3.693713610798791e-08
1733,Benzo(k)fluoranthene,"('air',)",emission,kilogram,biosphere3,4.3358128568106383e-07
1734,Chrysene,"('air',)",emission,kilogram,biosphere3,5.794990946850698e-08
1735,"Dibenz(a,h)anthracene","('air',)",emission,kilogram,biosphere3,2.944284468529794e-07
1736,Fluoranthene,"('air',)",emission,kilogram,biosphere3,4.827693529387211e-06
1737,Fluorene,"('air',)",emission,kilogram,biosphere3,4.389968303349724e-06
1738,"Indeno(1,2,3-cd)pyrene","('air',)",emission,kilogram,biosphere3,1.1575055371429466e-07
1739,Naphthalene,"('air',)",emission,kilogram,biosphere3,3.4357722382274016e-08
1740,Phenanthrene,"('air',)",emission,kilogram,biosphere3,6.750863739062065e-05
1741,Pyrene,"('air',)",emission,kilogram,biosphere3,3.5223588168434314e-06
1742,Polychlorinated biphenyls,"('water',)",emission,kilogram,biosphere3,4.306992336445247e-08
1743,Carnallite,"('natural resource', 'in water')",natural resource,kilogram,biosphere3,8.159721119173213
1744,"Chlorinated solvents, unspecified","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.855808929385198e-05
1745,"Hydrocarbons, unspecified","('soil',)",emission,kilogram,biosphere3,0.3792349314652112
1746,"Phenol, pentachloro-","('soil',)",emission,kilogram,biosphere3,1.2507140414285766e-06
1747,Hydrogen carbonate,"('water', 'ocean')",emission,kilogram,biosphere3,0.6110215810282419
1748,Tebuconazole,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.3962572548687143e-15
1749,Tebuconazole,"('water', 'surface water')",emission,kilogram,biosphere3,1.7807375037561595e-18
1750,Propiconazole,"('water', 'surface water')",emission,kilogram,biosphere3,2.345689374759759e-18
1751,Monoethanolamine,"('water',)",emission,kilogram,biosphere3,2.4270171872743424e-05
1752,Cu-HDO,"('water',)",emission,kilogram,biosphere3,6.74171449279773e-09
1753,Benzo(ghi)perylene,"('water', 'surface water')",emission,kilogram,biosphere3,6.976200005184025e-11
1754,Chrysene,"('water', 'surface water')",emission,kilogram,biosphere3,2.6984400808735403e-09
1755,Benzo(k)fluoranthene,"('water', 'surface water')",emission,kilogram,biosphere3,2.332372633842629e-10
1756,"Dibenz(a,h)anthracene","('water', 'surface water')",emission,kilogram,biosphere3,4.8843858146683615e-11
1757,Fluoranthene,"('water', 'surface water')",emission,kilogram,biosphere3,2.1964047200653784e-05
1758,Fluorene,"('water', 'surface water')",emission,kilogram,biosphere3,8.095320190707662e-06
1759,"Indeno(1,2,3-cd)pyrene","('water', 'surface water')",emission,kilogram,biosphere3,7.666498439812039e-10
1760,Naphtalene,"('air',)",emission,kilogram,biosphere3,4.058119244957159e-06
1761,Naphtalene,"('water', 'surface water')",emission,kilogram,biosphere3,1.623247656699988e-06
1762,Phenanthrene,"('water', 'surface water')",emission,kilogram,biosphere3,1.8219700789725037e-05
1763,Pyrene,"('water', 'surface water')",emission,kilogram,biosphere3,1.654624822570674e-05
1764,Anthracene,"('water', 'surface water')",emission,kilogram,biosphere3,1.1086614468877803e-06
